,isbn,title,author,pub_year,publisher,categories,description,Category,Price,
450,1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books,,,Entertainment,222.26,
451,345418778,Mostly Harmless,Douglas Adams,2000,Ballantine Books,Fiction,"Raised on a planet at the remote edge of the universe, the daughter of Arthur Dent sets out on a transgalactic quest to find the planet of her ancestors",Educational,222.57,
452,517201658,The Thorn Birds (Modern Classics),Colleen McCullough,1998,Wings,Fiction,An inaugural edition of the Modern Classics series is the only hardcover edition of The Thorn Birds currently in print and is the epic story of three generations of a family in the Australian outback.,Spiritual,222.88,
453,743211383,Dreamcatcher,Stephen King,2001,Scribner,Fiction,"The author of Bag of Bones presents a story about how men experience memories and find their courage, in a tale of stark survival and heroism in the face of a haunted past.","Entertainment,Educational",223.19,
454,039914370X,Sudden Mischief (Spenser Mysteries (Hardcover)),Robert B. Parker,1998,Putnam Pub Group,Fiction,"When Spenser comes to the aid of his long-time love, Susan, in her efforts to help her ex-husband Brad Sterling, he finds himself caught up in a twisted battle against some very bad men, shadowy mob connections, and a woman tormented by her past. 150,000 first printing. Tour.","Entertainment,Spiritual",223.50,
455,312977905,To Catch a Cat,Marian Babson,2002,St. Martin's Minotaur,Fiction,"While stealing Leif Eriksson, a prized cat, from its owners as part of a gang initiation, Robin, a teenager struggling to fit in with the local kids, witnesses a murder in owners' bedroom and must avoid a killer who will do anything to keep from being caught while coping with his very active feline hostage. Reprint.","Entertainment,Educational,Spiritual",223.81,
456,812521331,"People of the Wolf (The First North Americans series, Book 1)",W. Michael Gear,1992,Tor Books,Fiction,"Following a vision of a wolf, a valiant dreamer leads a band of prehistoric people across the Bering Strait to settle in an unspoiled and unpopulated American continent",Entertainment,224.12,
457,451205421,The Door to December,Dean R. Koontz,2002,Signet Book,Fiction,"A frantic mother, who has been separated from her nine-year-old daughter, Melanie, for six years, strives to rescue her from the people who have been subjecting her to terrifying psychological experiments, in a new edition of the classic novel of psychological suspense, featuring a new afterword by the author. Reissue.",Educational,224.43,
458,440218535,Smilla's Sense of Snow,Peter Hoeg,1997,Island,Fiction,"When her six-year-old neighbor falls to his death, and no one is willing to suspect foul play, Smilla Qaavigaaq Jasperson finds her own investigation taking her into the files of a Danish company",Spiritual,224.74,
459,449207595,The Grass Is Always Greener over the Septic Tank,Erma Bombeck,1988,Fawcett Books,Humor,Erma Bombeck lays bare the truth about the people of suburbia and their extraordinary ways of life,"Entertainment,Educational",225.05,
460,590897985,The Music of Dolphins (Apple Signature Edition),Karen Hesse,1998,Hyperion Books for Children,Juvenile Fiction,"After rescuing an adolescent girl from the sea, researchers learn she has been raised by dolphins and attempt to rehabilitate her to the human world.","Entertainment,Spiritual",225.36,
461,64405052,The Magician's Nephew (Narnia),C. S. Lewis,1994,HarperTrophy,Juvenile Fiction,The secret passage to the house next door leads to a fascinating adventure.,"Entertainment,Educational,Spiritual",225.66,
462,152162577,Deep Wizardry: The Second Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,Juvenile Fiction,"During a summer vacation at the beach, thirteen-year-old wizard Nita and her friend Kit assist the whale-wizard S'reee in combating an evil power.","Educational,Spiritual",225.97,
463,015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,Fantasy,"During a summer vacation at the beach, thirteen-year-old wizard Nita and her friend Kit assist the whale-wizard S'reee in combating an evil power.","Spiritual,Entertainment",226.28,
464,345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,Science fiction,,Entertainment,226.59,
465,440219078,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf,Juvenile Fiction,"Given his lifetime assignment at the Ceremony of Twelve, Jonas becomes the receiver of memories shared by only one other in his community and discovers the terrible truth about the society in which he lives.",Educational,226.90,
466,3404121686,Nacht Ã?Â¼ber den Wassern.,Ken Follett,1994,LÃ?Â¼bbe,,,Spiritual,227.21,
467,3404118960,Die SÃ?Â¤ulen der Erde. Roman.,Ken Follett,1992,LÃ?Â¼bbe,,,"Entertainment,Educational",227.52,
468,345356578,A Man Rides Through (Man Rides Through),Stephen Donaldson,1990,Del Rey Books,Fiction,"In the thrilling conclusion to THE MIRROR OF HER DREAMS, Terisa Morgan finds herself face to face with the monstrous evil that threatens to destroy everyone and everything. Now, the masterful storytelling that is A MAN RIDES THROUGH, will delight readers everywhere--and reaffirm Stephen R. Donaldson's position as the foremost practitioner of the epic fantasy form in the world today! ""Donaldson has created his best work yet."" SCIENCE FICTION CHRONICLE","Entertainment,Spiritual",227.83,
469,345346971,Mirror of Her Dreams (Mordant's Need),STEPHEN R. DONALDSON,1987,Del Rey,Fiction,"Geraden, a mysterious man from a magical kingdom, enters Terisa Morgan's apartment through a mirror and asks her to come back with him in order to save his land","Entertainment,Educational,Spiritual",228.14,
470,753804700,Reader,Bernhard Schlink,,Phoenix Books,,,"Educational,Spiritual",228.45,
471,451155750,The Dead Zone,Stephen King,2004,Signet Book,Fiction,"After four and a half years in a coma, Johnny Smith awakens with a knowledge of the death zone and an ability to see the future, a horrible power that he does not want and cannot escape","Spiritual,Entertainment",228.76,
472,786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002,Hyperion Press,Biography &amp; Autobiography,"The turn-of-the-century journal of young bride Ellen Rimbauer describes her marriage to Seattle industrialist John Rimbauer and the nightmare living in the Rimbauer mansion, Rose Red, a site that would become the scene of many inexplicable tragedies.",Entertainment,229.07,
473,345428544,"Dark Tide I: Onslaught (Star Wars: The New Jedi Order, Book 2)",Michael A. Stackpole,2000,Del Rey Books,Fiction,"""When alien invaders known as the Yuuzhan Vong strike without warning, the New Republic is thrown on the defensive. Luke must wield all the awesome powers of a Jedi Master to defeat the gravest threat since Emperor Palpatine""--P. [4] of cover.",Educational,229.38,
474,671694049,LONG DARK TEA TIME OF THE SOUL,Douglas Adams,1990,Pocket,London (England),"After a Heathrow Airport ticket counter explodes, intergalactic sleuth Dirk Gently finds himself up against a heavenly host of foes-- from the IRA to the Norse Gods.",Spiritual,229.69,
475,449006557,Half Moon Street (Charlotte &amp; Thomas Pitt Novels (Paperback)),Anne Perry,2001,Ballantine Books,,,"Entertainment,Educational",230.00,
476,373250339,A Minor Indiscretion (Red Dress Ink (Paperback)),Carol Matthews,2003,Red Dress Ink,Fiction,"When Ali and Ed Kingston decide to go their separate ways after Ali's brief encounter with a much younger street artist, their friends and family will stop at nothing to see them reunited, in a wickedly funny novel of temptation and midlife crises. Original.","Entertainment,Spiritual",230.31,
477,380820447,"For Better, for Worse: A Novel",Carole Matthews,2002,Avon Trade,Fiction,"After her marriage to Damien ended in disaster, Londoner Josie Flynn -- thirtysomething and single again -- is flying across the ocean to her American cousin's ""big mistake"" wedding. In her present ""love stinks"" frame of mind, the last person she expects to be seated next to on the flight is someone like Matt Jarvis. A recently divorced rock journalist, Matt is sensitive, good-looking, and remarkably attentive -- and before their plane touches down, Josie's smitten. So how can she hope to convince her cousin to cut and run when Josie is all ready to leap into love again -- with a stranger, no less, who might be just another Mr. Totally Wrong in Mr. Seductively Right's clothing? The point is rendered moot, of course, once they deplane and she and Matt go their separate ways. After all, Josie's got prenuptial confabs to worry about and that dreaded lilac chiffon bridesmaid's dress to wear. But Dante himself couldn't have dreamed up the hell this wedding is proving to be -- and when her dream hunk reappears and throws himself into the mix, Josie finds herself wondering how she -- or any unattached modern woman, in fact -- can hope to survive the new romantic rules of the twenty-first century. Already a bestseller in the U.K., Carole Matthews's For Better, for Worse is a deliriously droll, dead-on tale of marriage, sex, monogamy, and modern love.","Entertainment,Educational,Spiritual",230.62,
478,451454243,The Forest House,Marion Zimmer Bradley,1995,Roc,Fiction,"In a tale set in Druidic England, Eilan feels torn between her love for a young Roman soldier and her inner need to become a priestess for her Goddess","Educational,Spiritual",230.93,
479,039914563X,The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons,Fiction,"In the wake of an assassination attempt on the SVR (former KGB) chairman, newly elected U.S. president Jack Ryan puts black ops specialist John Clark on the alert, only to have things complicated by dangerous forces in China. 2,000,000 first printing.","Spiritual,Entertainment",231.24,
480,312853238,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books,Fiction,"Winner of the Hugo and Nebula Awards In order to develop a secure defense against a hostile alien race's next attack, government agencies breed child geniuses and train them as soldiers. A brilliant young boy, Andrew ""Ender"" Wiggin lives with his kind but distant parents, his sadistic brother Peter, and the person he loves more than anyone else, his sister Valentine. Peter and Valentine were candidates for the soldier-training program but didn't make the cut—young Ender is the Wiggin drafted to the orbiting Battle School for rigorous military training. Ender's skills make him a leader in school and respected in the Battle Room, where children play at mock battles in zero gravity. Yet growing up in an artificial community of young soldiers Ender suffers greatly from isolation, rivalry from his peers, pressure from the adult teachers, and an unsettling fear of the alien invaders. His psychological battles include loneliness, fear that he is becoming like the cruel brother he remembers, and fanning the flames of devotion to his beloved sister. Is Ender the general Earth needs? But Ender is not the only result of the genetic experiments. The war with the Buggers has been raging for a hundred years, and the quest for the perfect general has been underway for almost as long. Ender's two older siblings are every bit as unusual as he is, but in very different ways. Between the three of them lie the abilities to remake a world. If, that is, the world survives. Ender's Game is the winner of the 1985 Nebula Award for Best Novel and the 1986 Hugo Award for Best Novel. THE ENDER UNIVERSE Ender series Ender’s Game / Ender in Exile / Speaker for the Dead / Xenocide / Children of the Mind Ender’s Shadow series Ender’s Shadow / Shadow of the Hegemon / Shadow Puppets / Shadow of the Giant / Shadows in Flight Children of the Fleet The First Formic War (with Aaron Johnston) Earth Unaware / Earth Afire / Earth Awakens The Second Formic War (with Aaron Johnston) The Swarm /The Hive Ender novellas A War of Gifts /First Meetings",Entertainment,231.55,
481,425161722,Net Force,Tom Clancy,1999,Berkley Publishing Group,Computers,,Educational,231.86,
482,385493800,The Testament,John Grisham,1999,Doubleday Books,Fiction,"A suicidal billionaire, a burnt-out Washington litigator, and a woman who has forsaken technology to work in the wilds of Brazil are all brought together by an astounding mystery of the testament",Spiritual,232.16,
483,067175145X,The Way Things Ought to Be,"Rush H., III Limbaugh",1992,Pocket Books,Biography &amp; Autobiography,"Limbaugh delivers his spirited defense of conservative values in blunt talk, with scathing wit. Includes new material on the Clinton administration, plus a teaser from Limbaugh's new hardcover, See, I Told You So, to be published in November.","Entertainment,Educational",232.47,
484,440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,Fiction,"Following the brutal rape of his ten-year-old daughter, Carl Lee Haily, a black man living in a small Mississippi town, kills the two white men accused of the crime","Entertainment,Spiritual",232.78,
485,380002450,Awakening,Kate Chopin,1982,Avon,,,"Entertainment,Educational,Spiritual",233.09,
486,425134350,Patriot Games,Tom Clancy,1992,Berkley Publishing Group,"Ryan, Jack (Fictitious character)",A former CIA analyst vacationing with his family in London helps thwart a terrorist attack on a member of the Royal Family and becomes the target of the terrorist whose brother he killed.,"Educational,Spiritual",233.40,
487,044661162X,Chasing the Dime,Michael Connelly,2003,Warner Books,,,"Spiritual,Entertainment",233.71,
488,671742566,Tender Triumph (Sonnet Books),Judith McNaught,1991,Pocket,Fiction,"Submerging her painful past in a promising career, beautiful but wary Katie Connelly keeps all men at a distance, until she meets the courtly and passionate Ramon Galverra. Reissue.",Entertainment,234.02,
489,515122408,The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,Jove Books,Fiction,"Feline sleuths Koko and Yum Yum, and their owner Jim Qwilleran, sniff out a trail of clues when a local banker dies leaving behind a flashy young widow and an unfinished house-restoration project. Reprint.",Educational,234.33,
490,440222818,Guilt,John T. Lescroart,1998,Island,Fiction,"When San Francisco attorney Mark Dooher becomes a suspect in his wife's murder, all he--who gets what he wants, including a beautiful mistress and the power of the Church behind him--has to fear is the truth",Spiritual,234.64,
491,451204050,On Secret Service,John Jakes,2001,Signet Book,,,"Entertainment,Educational",234.95,
492,038533334X,Charming Billy,Alice McDermott,1999,Delta,Fiction,"Praised in the highest terms by reviewers, the story of a charming, romantic Irish American explores the impact of his life and death on his family and his close-knit New York City neighborhood. Reprint.","Entertainment,Spiritual",235.26,
493,440130913,Golden Cup,Belva Plain,1987,Dell,Fiction,"With her latest national bestseller, Belva Plain returns to the beloved world and characters of Evergreen. And to tie in with this super release, Dell is reissuing her earlier titles in striking new cover formats.","Entertainment,Educational,Spiritual",235.57,
494,449001954,Murder at the Library of Congress (Capital Crimes (Paperback)),Margaret Truman,2001,Fawcett Books,Fiction,"Commissioned by the Library of Congress's magazine, Civilization, to write an article on a recently discovered, supposed diary of Christopher Columbus, Annabel Smith finds herself matching wits with a ruthless wealthy bibliophile, an ambitious TV journalist, and a killer to complete her assignment. Reprint.",Entertainment,235.88,
495,345404777,No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books,Fiction,"In a New York Times best-seller, the author of The Final Judgment plunges a candidate with a traumatic past into the whirlpool of a campaign for the presidency, and into the sights of a fanatical killer. Reprint.",Educational,236.19,
496,451185277,Thorns of Truth,Eileen Goudge,1999,Signet Book,Fiction,"Rose Santini Griffin and Rachel MacClanahan, now grown with children of their own, once more confront the destiny that has haunted them since they were switched at birth, as Rose's son prepares to marry Rachel's daughter and a widowed Sylvie discovers tha",Spiritual,236.50,
497,440224829,Granny Dan,DANIELLE STEEL,2000,"Random House, Inc.",Fiction,"After her beloved Russian grandmother dies, a young woman discovers a treasure trove in a pair of satin shoes, a gold locket, and a stack of letters that takes her on a fascinating odyssey into her ancestor's colorful past. Reprint.","Entertainment,Educational",236.81,
498,515134368,The Penwyth Curse,Catherine Coulter,2004,Jove Books,,,"Entertainment,Spiritual",237.12,
499,380759497,Xanth 15: The Color of Her Panties,Piers Anthony,1992,Eos,Fiction,"We See England, We See Xanth, We See Mels's Underpanth In fact, Gwenny Goblin, Che Centaur and Jenny Elf are just about the only creatures on Xanth who have been spared the sight of Mela Merwoman's undergarment -- preoccupied as they are with helping Gwenny beat out her awful half-brother Gobble for chiefship of the goblin horde. But first they must master space and thyme . . . and find the fabulous egg that sits between the Roc and the hard place. While Mela -- who would gladly relinquish her oft-viewed undies for a new husband -- joins the Adult Conspiracy . . . and quickly discovers the power of a perfect pair of panties!","Entertainment,Educational,Spiritual",237.43,
500,394578791,A Reporter's Life,WALTER CRONKITE,1996,Knopf,Journalists,"Overview: He has been called the most trusted man in America. His 60-year-long journalistic career has spanned the Great Depression, several wars, and the extraordinary changes that have engulfed our nation over the last two-thirds of the 20th century. When Walter Cronkite advised his television audience in 1968 that the war in Vietnam could not be won, President Lyndon B. Johnson said: ""If I've lost Cronkite, I've lost middle America."" Now, at the age of eighty, Cronkite has written his life story-the personal and professional odyssey of the original ""anchorman"" for whom that very word was coined. As a witness to the crucial events of this century-first for the Houston Press, then for the United Press wire service, and finally for CBS in the fledgling medium of television-Cronkite set a standard for integrity, objectivity, enthusiasm, compassion, and insight that is difficult to surpass. He is an overflowing vessel of history, and a direct link with the people and places that have defined our nation and established its unique role in the world. But Walter Cronkite is also the man who loved to drive race cars ""for the same reason that others do exhibitionist, dangerous stunts. It sets us apart from the average man; puts us, in our own minds, on a level just a little above the chap who doesn't race."" He is also the man whose ""softheartedness knows no rational bounds"" and who always had ""great problems at the theater, tearing up at the slightest offense against animals and people, notably the very old or the very young."" He is the man who could barely refrain from spitting on the defendants at the Nuremberg Trials, and who could barely announce President Kennedy's assassination over the air for the sobs in his throat. Walter Cronkite helped launch the juggernaut of television, and tried to imbue it with his own respect for quality and ethics; but now he occupies a ringside seat during the decline of his profession and the ascent of the lowest common denominator. As he aptly observes, ""They'd rewrite Exodus to include a car chase."" Still, the American people know the difference. They know that for decades they have had the privilege of getting their news from a gentleman of the highest caliber. And they will immensely enjoy A Reporter's Life.","Educational,Spiritual",237.74,
501,068983571X,Hound of the Baskervilles (Aladdin Classics),Sir Arthur Conan Doyle,2000,Aladdin,Fiction,"When Sir Charles Baskerville is found mysteriously dead, Sherlock Holmes looks into the case.","Spiritual,Entertainment",238.05,
502,1551668785,Final Stand,Helen Myers,2002,Mira,,,Entertainment,238.35,
503,380817144,Lord of the Silent: A Novel of Suspense,Elizabeth Peters,2002,Avon,Fiction,"In 1915 Cairo, Egyptologist Amelia Peabody and her husband brave German submarines and warring Senussi to continue their search for ancient artifacts, until they stumble upon a much-too-recent corpse and try to find the killer.",Educational,238.66,
504,553212583,Wuthering Heights,EMILY BRONTE,1983,Bantam,Fiction,The passionate love of Catherine Earnshaw and Heathcliff mirrors the powerful moods of the Yorkshire moors,Spiritual,238.97,
505,446364762,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,Fiction,"In THE STARS SHINE DOWN, Sidney Sheldon returns to the powerful and classic themes that have made him one of the world's most popular bestselling authors. And in Lara Cameron, he has created his most memorable, richly drawn heroine to date. Lara is America's Princess, the power behind the tallest building on earth, a self-made billionaire who towers over a traditionally male domain, an icon of glamour and accomplishment to men and women everywhere. Beautiful but insecure, ruthless yet vulnerable, Lara has struggled brutally to achieve it all -- yet still wants more. And in a dazzling global setting from London to New York, from Reno to Rome, she will find everything she has ever desired and won -- her fortune, her fame, the man she loves -- swiftly and shockingly imperiled.","Entertainment,Educational",239.28,
506,425166619,Toxin,Robin Cook,1999,Berkley Publishing Group,Fiction,"When his daughter, Becky, becomes ill from bacterial poisoning, Dr. Kim Reggis, a cardiac surgeon, is determined to track down the cause, no matter what the cost","Entertainment,Spiritual",239.59,
507,765341972,The Mothman Prophecies,John A. Keel,2002,Tor Books,"Body, Mind &amp; Spirit","A journalist recounts his investigation of a bizarre winged apparition, mysterious lights in the sky, mutilation deaths of domestic animals, and other eerie and unexplained events in Point Pleasant, West Virginia.","Entertainment,Educational,Spiritual",239.90,
508,590514776,Meet the Stars of Buffy the Vampire Slayer,Stefanie Scott,1998,Scholastic,Performing Arts,Discusses the hit television show and the actors and actresses who portray the main characters.,"Educational,Spiritual",240.21,
509,64472779,All-American Girl,Meg Cabot,2003,HarperTrophy,Juvenile Fiction,"A sophomore girl stops a presidential assassination attempt, is appointed Teen Ambassador to the United Nations, and catches the eye of the very cute First Son.","Spiritual,Entertainment",240.52,
510,553581279,The Silver Metal Lover,Tanith Lee,1999,Spectra Books,,,Entertainment,240.83,
511,553561618,Dark Paradise,TAMI HOAG,1994,Bantam,Fiction,"Court reporter Marilee Jennings embarks on a quest to decipher the puzzle of her best friend's death, but someone has secrets worth killing for and will go to any length to silence Marilee. Reissue.",Educational,241.14,
512,312422156,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador,Fiction,"Calliope's friendship with a classmate and her sense of identity are compromised by the adolescent discovery that she is a hermaphrodite, a situation with roots in her grandparents' desperate struggle for survival in the 1920s. By the author of The Virgin Suicides.Reader's Guide available. Reprint. 100,000 first printing.",Spiritual,241.45,
513,140065172,Ordinary People,Judith Guest,1993,Penguin Books,Fiction,GUEST/ORDINARY PEOPLE,"Entertainment,Educational",241.76,
514,044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell,Fiction,"Abandoning his aspirations about living the good life, Memphis attorney Rudy Baylor fears he will lose everything in the face of a pivotal case that could cost him his life or turn him into the biggest rainmaker in the land. Reprint.","Entertainment,Spiritual",242.07,
515,399143165,Toxin,Robin Cook,1998,Putnam Pub Group,Fiction,"When his daughter, Becky, becomes ill from bacterial poisoning, Dr. Kim Reggis, a cardiac surgeon, is determined to track down the cause, no matter what the cost.","Entertainment,Educational,Spiritual",242.38,
516,425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group,Fiction,"Terrified when he keeps awakening in unfamiliar places, Frank Pollard begs Nick and Julie Dakota, a husband-and-wife team of detectives, to watch where he goes in his sleep. Reissue. NYT.","Educational,Spiritual",242.69,
517,312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador,Fiction,"This brilliant epic novel set in New York and Prague introduces us to two misfit young men who make it big by creating comic-book superheroes. Joe Kavalier, a young artist who has also been trained in the art of Houdiniesque escape, has just smuggled himself out of Nazi-invaded Prague and landed in New York City. His Brooklyn cousin Sammy Clay is looking for a partner to create heroes, stories, and art for the latest novelty to hit America the comic book. Inspired by their own fears and dreams, Kavalier and Clay create the Escapists, The Monitor, and Luna Moth, inspired by the beautiful Rosa Saks, who will become linked by powerful ties to both men. The Amazing Adventures of Kavalier &amp; Clay is the winner of the 2001 Pulitzer Prize for Fiction.","Spiritual,Entertainment",243.00,
518,425137945,Greygallows,Barbara Michaels,1993,Berkley Publishing Group,Fiction,"When Lucy Cartwright follows her dashing new husband, Baron Clare, to his stunning estate, she learns that terror and betrayal lurk in its corridors. By the author of Vanish with the Rose. Reprint.",Entertainment,243.31,
519,042512892X,Into the Darkness,Barbara Michaels,1996,Berkley Publishing Group,Fiction,"When Meg Venturi inherits a share in her eccentric grandfather's antique jewelry business, she becomes part-owner with an aloof and attractive young man who is stirring up controversy throughout the town.",Educational,243.62,
520,425113892,Someone in the House,Barbara Michaels,1989,Berkley Publishing Group,Fiction,"In the strange house of Greyhaven, the young lovers, Anne and Kevin, and the middle-aged romantics, Bea and Roger find themselves caught in the beautiful but menacing world of pre-Christian sacrificial rites",Spiritual,243.93,
521,394820371,The Phantom Tollbooth,Norton Juster,1993,Yearling Books,Juvenile Fiction,A journey through a land where Milo learns the importance of words and numbers provides a cure for his boredom.,"Entertainment,Educational",244.24,
522,449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books,Fiction,"Lieutenant John Dunbar, the only soldier at an army outpost deep in Indian territory, befriends the local Comanche tribe and learns their ways from the beautiful Comanche woman whose life he saved","Entertainment,Spiritual",244.55,
523,375821813,Hoot (Newbery Honor Book),CARL HIAASEN,2002,Knopf Books for Young Readers,Juvenile Fiction,"Roy, who is new to his small Florida community, befriends a mysterious boy who introduces him to potty-trained alligators, burrowing owls, and sparkly-tailed poisonous snakes.","Entertainment,Educational,Spiritual",244.85,
524,812516826,Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,1993,Forge Books,Fiction,"When a dead body turns up at the American Booksellers Association convention and the Baker &amp; Taylor mascots are catnapped, public relations expert Temple Barr and her cat, Midnight Louie, decide to investigate. Reissue.","Educational,Spiritual",245.16,
525,345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey,Fiction,A writer's view on life and art are revealed during his attempts to edit the children's classic,"Spiritual,Entertainment",245.47,
526,553568760,Natural Causes,Michael Palmer,1995,Bantam Books,Fiction,"Struggling to save a mother and baby when something goes horribly wrong during the birth, Dr. Sarah Baldwin is unaware that two identical circumstances have already occurred and that she is the only factor they had in common. Reprint. LJ. PW.",Entertainment,245.78,
527,034538184X,Degree of Guilt,Richard North Patterson,1995,Ballantine Books,Fiction,"As the trial of a well-known TV journalist accused of murdering a world-famous novelist unfolds, the defendant's claim to innocence becomes increasingly undermined",Educational,246.09,
528,140620125,Wuthering Heights (Penguin Popular Classics),Emily Bronte,1994,Penguin Books Ltd,Fiction,"In a house haunted by memories, the past is everywhere ... As darkness falls, a man caught in a snowstorm is forced to shelter at the strange, grim house Wuthering Heights. It is a place he will never forget. There he will come to learn the story of Cathy: how she was forced to choose between her well-meaning husband and the dangerous man she had loved since she was young. How her choice led to betrayal and terrible revenge - and continues to torment those in the present. How love can transgress authority, convention, even death. And how desire can kill.",Spiritual,246.40,
529,140620109,Emma (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd,England,"The definitive text of Jane Austen's penetrating and sparkling satire, Emma, this Penguin Classics edition includes an introduction by Fiona Stafford.Emma Woodhouse, handsome, clever, rich - and fiercely independent - is perfectly content with her life and sees no need for either love or marriage. Nothing, however, delights her more than interfering in the romantic lives of others. But when she ignores the advice of her good friend Mr Knightley and attempts to arrange a suitable match for her pretty, naïve Harriet Smith, her well-laid plans soon unravel and have consequences that she never expected. With its imperfect but charming heroine, and its witty and subtle exploration of relationships, Emma is often seen as Jane Austen's most flawless work.Edited with an introduction by Fiona Stafford, this edition includes a chronology, additional suggestions for further reading, and the original Penguin Classics introduction by Tony Tanner. Jane Austen (1775-1817) was extremely modest about her own genius but has become one of English literature's most famous women writers. Austen began writing at a young age, embarking on what is possibly her best-known work, Pride and Prejudice, at the age of 22. She was also the author of Sense and Sensibility, Persuasion, Northanger Abbey and Mansfield Park. If you enjoyed Emma, you may like Charlotte Brontë's Villette, also available in Penguin Classics. 'These modern editions are to be strongly recommended for their scrupulous texts, informative notes and helpful introductions'Brian Southam, the Jane Austen Society 'The author of Emma ... has produced sketches of such spirit and originality that ... in this class she stands almost alone'Sir Walter Scott","Entertainment,Educational",246.71,
530,375420827,The Art of Travel,Alain de Botton,2002,Pantheon,Travel,"An exploration of the human desire to travel presents a series of essays on airports, museums, landscapes, holiday romances, and hotel mini-bars, offering suggestions on how to render travel more fulfilling.","Entertainment,Spiritual",247.02,
531,671745530,SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1991,Pocket,,,"Entertainment,Educational,Spiritual",247.33,
532,805062971,Fight Club,Chuck Palahniuk,1999,Owl Books,Fiction,"An underground classic since its first publication in 1996, Fight Club is now recognized as one of the most original and provocative novels published in this decade. Chuck Palahniuk's darkly funny first novel tells the story of a godforsaken young man who discovers that his rage at living in a world filled with failure and lies cannot be pacified by an empty consumer culture. Relief for him and his disenfranchised peers comes in the form of secret after-hours boxing matches held in the basements of bars. Fight Club is the brainchild of Tyler Durden, who thinks he has found a way for himself and his friends to live beyond their confining and stultifying lives. But in Tyler's world there are no rules, no limits, no brakes.",Entertainment,247.64,
533,553211412,Wuthering Heights,Emily Bronte,1983,Bantam,England,"This new high-quality, hardcover series of timeless classics features the finest works of world literature. Six of the greatest and most loved classics of English literature are available in two 6 x 9 formats. The Deluxe version is luxuriously bound and foil stamped. The standard edition has an attractive jacket design. Here is a collection of enduring fiction. Each title chosen for it's literary quality and for the untold pleasure it will give readers of all ages. Emily Bronte's depiction of the doomed passion between Cathy and Healthcliffe remains one of the most powerful and tragic tales of love and revenge ever written.",Educational,247.95,
534,671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner,Fiction,Surprising transformations take place when a newspaperman's elderly aunt and two daughters decide to move back to their family home on the coast of Newfoundland,Spiritual,248.26,
535,1573229385,The Frog King: A Love Story,Adam Davies,2002,Riverhead Books,Fiction,"Caught in a dead-end, low-paying job as an editorial assistant in New York City, Harry Driscoll finds himself torn between his dreams of becoming a writer and his relationship with the young woman he has asked to marry him.","Entertainment,Educational",248.57,
536,385334036,The Smoke Jumper,Nicholas Evans,2001,Delacorte Press,Fiction,"A woman must choose between two men, best friends, that both love her, in a poignant story of love, loyalty, honor, and guilt set against the perilous backdrop of wilderness firefighting. By the author of The Horse Whisperer. 500,000 first printing.","Entertainment,Spiritual",248.88,
537,60914653,The Unbearable Lightness of Being,Milan Kundera,1988,Harpercollins,Continental European fiction (Fictional works by one author).,"Set in Czechoslovakia in the 1960s, the story revolves around a young doctor who has a way with women and an aversion to politics. He suddenly finds himself caught up in his country's political turmoil and in a crisis of commitment with the women in his life.","Entertainment,Educational,Spiritual",249.19,
538,345347536,A Spell for Chameleon (Xanth Novels (Paperback)),Piers Anthony,1987,Del Rey Books,Fiction,"As the only person in Xanth without magic of any sort, Bink wanders in exile, searching for the magic powers that will allow him to return","Educational,Spiritual",249.50,
539,055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics,,,"Spiritual,Entertainment",249.81,
